Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Egypt,Sorghum,2005,49681,998.3,19856.39,8.33
Egypt,Sorghum,2006,54904,1022.6,27322.95,10.16
Egypt,Sorghum,2007,58632,936.0,27338.43,9.9
Egypt,Sorghum,2008,49980,882.2,17630.01,8.33
Egypt,Sorghum,2009,50636,963.6,26581.69,8.54
Egypt,Sorghum,2010,39144,772.4,24380.16,7.17
Egypt,Sorghum,2011,46860,1110.9,30659.74,9.42
Egypt,Sorghum,2012,58274,1295.7,30120.13,7.01
Egypt,Sorghum,2013,49363,989.6,26582.27,10.48
Egypt,Cassava,1995,149474,859.0,16194.77,10.07
Egypt,Cassava,1996,147777,596.5,19635.37,9.45
Egypt,Cassava,1997,125203,820.6,15168.87,11.62
Egypt,Cassava,1998,145909,1043.7,22447.45,11.37
Egypt,Cassava,1999,120912,1270.0,22392.02,9.33
Egypt,Cassava,2000,126938,1042.4,29624.24,8.41
Egypt,Cassava,2001,117016,1102.1,17891.38,10.94
Egypt,Cassava,2002,130846,1090.8,17182.9,9.33
Egypt,Cassava,2003,138287,1423.4,15815.37,10.16
Egypt,Cassava,2004,127636,1680.6,28069.97,8.42
Egypt,Cassava,2005,153811,1170.8,23672.77,11.67
Egypt,Cassava,2006,136366,810.5,25683.95,9.73
Egypt,Cassava,2007,143317,739.3,29953.07,12.06
Egypt,Cassava,2008,151071,1028.4,27482.93,8.79
Egypt,Cassava,2009,136798,1268.6,19193.09,10.12
Egypt,Cassava,2010,160541,1239.1,16234.47,10.81
Egypt,Cassava,2011,130125,850.3,18946.1,9.27
Egypt,Cassava,2012,122906,886.9,17269.62,8.32
Egypt,Cassava,2013,152259,712.9,21033.47,13.37
Egypt,Sweet potatoes,1995,136791,1058.7,18620.18,10.8
Egypt,Sweet potatoes,1996,105538,1243.1,17266.19,9.26
Egypt,Sweet potatoes,1997,123900,712.9,22702.88,11.3
Egypt,Sweet potatoes,1998,115147,746.9,28142.31,11.25
Egypt,Sweet potatoes,1999,99232,691.3,22739.61,8.12
Egypt,Sweet potatoes,2000,138468,877.8,25157.94,11.19
Egypt,Sweet potatoes,2001,123637,1378.9,25016.75,10.8
Egypt,Sweet potatoes,2002,136621,893.7,23576.79,11.59
Egypt,Sweet potatoes,2003,131715,701.6,21771.67,8.67
Egypt,Sweet potatoes,2004,145801,1052.3,25369.96,11.35
Egypt,Sweet potatoes,2005,138237,992.9,26306.25,9.64
Egypt,Sweet potatoes,2006,123448,986.2,15764.23,11.87
Egypt,Sweet potatoes,2007,102338,879.8,27636.75,8.57
Egypt,Sweet potatoes,2008,108874,990.9,24724.45,12.11
Egypt,Sweet potatoes,2009,137111,910.3,31134.01,9.72
Egypt,Sweet potatoes,2010,114471,726.6,30770.63,9.78
Egypt,Sweet potatoes,2011,101343,1111.9,31068.21,8.22
Egypt,Sweet potatoes,2012,151645,1305.3,23157.37,10.47
Egypt,Sweet potatoes,2013,121264,956.9,32152.45,10.48
Egypt,Yams,1995,106279,1103.4,18143.61,7.34
Egypt,Yams,1996,123630,1059.2,30222.16,12.05
Egypt,Yams,1997,115111,837.0,15970.15,9.34
Egypt,Yams,1998,146598,934.4,15208.65,11.37
Egypt,Yams,1999,117380,782.9,20783.75,10.82
Egypt,Yams,2000,112344,946.3,30531.32,12.82
Egypt,Yams,2001,114234,962.3,22285.21,6.61
Egypt,Yams,2002,147501,1161.8,29901.22,10.74
Egypt,Yams,2003,124222,1067.7,28079.51,12.0
Egypt,Yams,2004,112863,675.8,22030.06,8.69
Egypt,Yams,2005,130078,1028.6,15794.02,10.32
Egypt,Yams,2006,138146,1000.9,21682.6,7.74
Egypt,Yams,2007,123499,939.2,20089.5,12.68
Egypt,Yams,2008,145458,809.6,18520.63,10.03
Egypt,Yams,2009,133928,1149.8,22885.4,11.32
Egypt,Yams,2010,115968,1192.7,18101.13,9.25
Egypt,Yams,2011,113103,862.9,30857.75,12.83
Egypt,Yams,2012,116674,1252.1,30505.69,10.17
Egypt,Yams,2013,150431,1368.0,17809.8,7.72
Egypt,Plantains and others,1995,129830,706.0,23215.17,6.65
Egypt,Plantains and others,1996,155061,1025.4,13360.65,10.38
Egypt,Plantains and others,1997,172380,696.4,28799.88,11.42
Egypt,Plantains and others,1998,141381,594.4,20027.15,10.63
Egypt,Plantains and others,1999,142933,1132.4,22044.16,10.28
Egypt,Plantains and others,2000,161444,681.9,28236.41,11.98
Egypt,Plantains and others,2001,149247,907.0,26856.46,9.3
Egypt,Plantains and others,2002,163371,870.7,19282.68,11.17
Egypt,Plantains and others,2003,159756,905.3,16437.79,8.25
Egypt,Plantains and others,2004,163310,1238.5,29991.26,9.99
Egypt,Plantains and others,2005,140132,1250.9,27989.43,10.1
Egypt,Plantains and others,2006,139871,873.1,18179.97,7.3
Egypt,Plantains and others,2007,138526,1070.3,18864.32,9.58
Egypt,Plantains and others,2008,166795,1202.1,29120.08,9.16
Egypt,Plantains and others,2009,149896,1130.0,18038.3,10.04
Egypt,Plantains and others,2010,185460,871.7,21235.29,9.27
Egypt,Plantains and others,2011,141786,765.8,30907.08,12.97
Egypt,Plantains and others,2012,136284,1137.2,25539.84,7.89
Egypt,Plantains and others,2013,178067,1445.8,27079.89,8.36
Turkey,Maize,1995,97701,535.7,46643.43,9.44
Turkey,Maize,1996,110420,1185.7,49865.64,8.94
Turkey,Maize,1997,88452,998.1,46790.86,8.93
Turkey,Maize,1998,110372,1074.0,24049.92,9.4
Turkey,Maize,1999,103140,410.9,23769.25,7.81
Turkey,Maize,2000,106654,1127.5,44505.57,6.46
Turkey,Maize,2001,120407,1004.2,36086.82,10.83
Turkey,Maize,2002,112795,696.9,27801.15,11.42
Turkey,Maize,2003,91637,1312.7,38513.85,7.94
Turkey,Maize,2004,102903,869.4,36865.88,10.1
Turkey,Maize,2005,116452,1359.0,49738.96,9.22
Turkey,Maize,2006,118328,1176.9,50075.27,9.97
Turkey,Maize,2007,85344,880.5,38990.46,7.06
Turkey,Maize,2008,113298,850.1,27195.79,8.62
Turkey,Maize,2009,103857,1423.0,52792.2,11.24
Turkey,Maize,2010,113356,938.7,30616.31,10.05
Turkey,Maize,2011,104934,884.4,36582.12,11.83
Turkey,Maize,2012,92570,892.2,49901.63,8.62
Turkey,Maize,2013,91518,1047.4,51859.28,7.65
Turkey,Potatoes,1995,205323,922.8,46069.66,8.84
Turkey,Potatoes,1996,176921,1076.7,38366.76,11.95
Turkey,Potatoes,1997,214987,972.9,27993.68,10.06
Turkey,Potatoes,1998,196584,1125.6,41480.67,7.27
Turkey,Potatoes,1999,207936,874.9,37351.45,11.04
Turkey,Potatoes,2000,223137,1238.9,35815.72,10.91
Turkey,Potatoes,2001,183400,1314.4,24416.66,8.69
Turkey,Potatoes,2002,241959,1231.2,40129.98,9.81
Turkey,Potatoes,2003,201417,598.5,27714.51,4.88
Turkey,Potatoes,2004,241141,1094.8,52169.05,9.47
Turkey,Potatoes,2005,188018,1455.1,48219.08,10.24
Turkey,Potatoes,2006,178413,920.8,39696.71,10.02
Turkey,Potatoes,2007,206715,914.0,37813.26,8.07
Turkey,Potatoes,2008,205545,1024.7,30248.73,8.59
Turkey,Potatoes,2009,206874,1212.0,47461.85,13.13
Turkey,Potatoes,2010,221707,947.1,39765.07,12.28
Turkey,Potatoes,2011,171221,700.7,27630.09,11.39
Turkey,Potatoes,2012,196342,1088.5,29020.78,10.67
Turkey,Potatoes,2013,190101,1298.4,26574.01,10.38
Turkey,"Rice, paddy",1995,71080,653.6,25131.68,10.97
Turkey,"Rice, paddy",1996,95302,1082.1,35984.98,9.35
Turkey,"Rice, paddy",1997,89170,942.0,29194.88,11.1
Turkey,"Rice, paddy",1998,100915,1023.6,41023.24,9.21
Turkey,"Rice, paddy",1999,84549,1007.9,50604.33,8.19
Turkey,"Rice, paddy",2000,80840,820.3,32227.0,9.82
Turkey,"Rice, paddy",2001,93939,976.5,37967.85,10.15
Turkey,"Rice, paddy",2002,97949,988.1,46629.34,7.87
Turkey,"Rice, paddy",2003,107483,1330.6,27915.59,11.65
Turkey,"Rice, paddy",2004,101457,1084.5,32297.03,9.12
Turkey,"Rice, paddy",2005,89469,1220.9,31009.48,11.19
Turkey,"Rice, paddy",2006,106574,1308.5,27588.87,10.8
Turkey,"Rice, paddy",2007,90450,948.9,49820.09,10.74
Turkey,"Rice, paddy",2008,91441,598.6,42502.27,9.23
Turkey,"Rice, paddy",2009,97087,1417.1,46262.69,7.92
Turkey,"Rice, paddy",2010,83915,661.2,32307.93,9.4
Turkey,"Rice, paddy",2011,77436,974.7,48053.46,11.27
Turkey,"Rice, paddy",2012,80619,1094.0,48810.59,9.85
Turkey,"Rice, paddy",2013,94326,694.0,37829.56,9.88
Turkey,Wheat,1995,67836,811.1,51439.7,11.03
Turkey,Wheat,1996,63192,983.6,41803.7,6.05
Turkey,Wheat,1997,68090,1261.6,28737.6,4.21
Turkey,Wheat,1998,74111,744.6,46998.91,10.07
Turkey,Wheat,1999,65368,954.4,27719.62,10.68
Turkey,Wheat,2000,60456,864.3,36179.6,8.69
Turkey,Wheat,2001,60694,948.7,29043.99,12.15
Turkey,Wheat,2002,65238,739.3,42726.25,9.92
Turkey,Wheat,2003,77221,1065.9,52093.05,10.09
Turkey,Wheat,2004,72654,887.6,33449.36,9.27
Turkey,Wheat,2005,54300,975.5,37879.54,9.83
Turkey,Wheat,2006,65704,570.9,38954.4,10.75
Turkey,Wheat,2007,74661,1101.4,37862.84,11.23
Turkey,Wheat,2008,66193,626.4,26078.61,10.3
Turkey,Wheat,2009,74354,997.8,49741.82,10.1
Turkey,Wheat,2010,62090,983.3,52677.68,10.49
Turkey,Wheat,2011,68960,897.1,26340.78,9.99
Turkey,Wheat,2012,65975,681.9,30968.31,9.28
Turkey,Wheat,2013,57498,972.7,36151.04,6.02
Turkey,Soybeans,1995,40562,993.5,23791.77,10.4
Turkey,Soybeans,1996,45481,891.8,26099.62,11.02
Turkey,Soybeans,1997,38519,1263.7,24959.03,12.99
Turkey,Soybeans,1998,41805,709.1,38936.78,10.71
Turkey,Soybeans,1999,45658,1012.6,49466.21,9.78
Turkey,Soybeans,2000,36151,717.3,53763.63,9.83
Turkey,Soybeans,2001,34463,495.9,43459.28,9.54
Turkey,Soybeans,2002,33680,634.8,51219.3,9.05
Turkey,Soybeans,2003,48649,1215.8,24991.12,8.79
Turkey,Soybeans,2004,33989,588.1,35304.46,10.28
Turkey,Soybeans,2005,39586,850.6,53460.81,13.03
Turkey,Soybeans,2006,36542,672.4,46012.01,14.4
Turkey,Soybeans,2007,36578,892.7,47217.4,8.88
Turkey,Soybeans,2008,48051,712.8,51135.62,10.45
Turkey,Soybeans,2009,33517,546.6,31950.86,10.31
Turkey,Soybeans,2010,48368,1218.0,41285.68,7.83
Turkey,Soybeans,2011,42926,1386.8,40043.13,8.5
Turkey,Soybeans,2012,43238,966.7,39592.89,7.15
Turkey,Soybeans,2013,41800,1005.4,26529.09,10.58
Turkey,Sorghum,1995,58913,694.7,46463.8,10.14
Turkey,Sorghum,1996,52948,1058.5,37151.84,10.98
Turkey,Sorghum,1997,52012,964.3,34791.28,11.78
Turkey,Sorghum,1998,53726,699.1,51144.01,10.4
Turkey,Sorghum,1999,43768,815.3,42136.1,10.29
Turkey,Sorghum,2000,51784,1002.9,36061.14,8.56
Turkey,Sorghum,2001,58371,964.0,29167.61,8.52
Turkey,Sorghum,2002,45857,1402.7,33921.22,10.83
Turkey,Sorghum,2003,57319,1412.6,24790.67,8.36
Turkey,Sorghum,2004,43064,619.0,26046.09,10.34
Turkey,Sorghum,2005,43891,1080.2,31958.24,10.94
Turkey,Sorghum,2006,51265,1163.1,36834.48,12.7
Turkey,Sorghum,2007,45465,1164.8,54369.92,8.1
Turkey,Sorghum,2008,47092,702.7,38371.66,12.86
Turkey,Sorghum,2009,49119,1014.1,41466.8,11.97
Turkey,Sorghum,2010,49335,835.3,46098.54,10.87
Turkey,Sorghum,2011,40746,836.9,36302.12,5.93
Turkey,Sorghum,2012,47511,1277.3,45591.32,7.86
Turkey,Sorghum,2013,40899,740.6,31702.26,9.58
Turkey,Cassava,1995,127350,936.3,30070.18,10.22
Turkey,Cassava,1996,118079,1048.8,25502.44,8.44
Turkey,Cassava,1997,142412,680.0,45088.32,11.83
Turkey,Cassava,1998,138263,1155.6,27007.67,7.84
Turkey,Cassava,1999,151349,623.8,42130.9,9.15
Turkey,Cassava,2000,132030,685.2,31579.55,9.1
Turkey,Cassava,2001,134161,1152.1,35120.18,9.5
Turkey,Cassava,2002,148260,1241.3,43930.02,9.26
Turkey,Cassava,2003,158072,1228.1,25211.07,9.02
Turkey,Cassava,2004,141103,457.6,39444.44,10.37
Turkey,Cassava,2005,127747,573.4,28523.55,8.79
Turkey,Cassava,2006,128715,451.1,45267.39,9.71
Turkey,Cassava,2007,122807,1041.4,49349.99,10.62
Turkey,Cassava,2008,149462,659.6,42148.94,8.21
Turkey,Cassava,2009,143204,939.5,45322.64,10.65
Turkey,Cassava,2010,134875,1067.0,53982.75,8.17
Turkey,Cassava,2011,156894,1254.2,53612.72,7.29
Turkey,Cassava,2012,128796,1095.0,50352.91,8.43
Turkey,Cassava,2013,132417,1207.3,26965.32,8.79
Turkey,Sweet potatoes,1995,127743,1607.3,45484.07,10.32
Turkey,Sweet potatoes,1996,140974,1273.8,40036.31,12.74
Turkey,Sweet potatoes,1997,110460,902.2,26979.89,9.55
Turkey,Sweet potatoes,1998,143012,1255.9,45003.62,9.87
Turkey,Sweet potatoes,1999,104580,745.5,35661.1,7.12
Turkey,Sweet potatoes,2000,110713,1020.7,54100.5,8.83
Turkey,Sweet potatoes,2001,147137,1149.8,45444.93,9.03
Turkey,Sweet potatoes,2002,133579,1380.7,38210.47,8.31
Turkey,Sweet potatoes,2003,122794,708.3,39654.51,9.52
Turkey,Sweet potatoes,2004,112101,1139.8,44570.02,11.14
Turkey,Sweet potatoes,2005,152159,1011.7,51774.58,12.76
Turkey,Sweet potatoes,2006,108959,991.2,41072.78,9.27
Turkey,Sweet potatoes,2007,142869,1083.6,46486.41,7.95
Turkey,Sweet potatoes,2008,108173,1246.1,36761.38,11.81
Turkey,Sweet potatoes,2009,120458,1047.9,45518.79,8.21
Turkey,Sweet potatoes,2010,115520,1067.6,27152.7,12.66
Turkey,Sweet potatoes,2011,113024,1144.8,52514.95,11.08
Turkey,Sweet potatoes,2012,128008,1245.7,30545.92,7.91
Turkey,Sweet potatoes,2013,113547,980.5,45848.81,10.89
Turkey,Yams,1995,119154,641.5,29567.98,11.7
Turkey,Yams,1996,116121,659.4,36984.54,8.94
Turkey,Yams,1997,116445,1221.0,40717.61,9.57
Turkey,Yams,1998,155688,1013.5,43444.42,13.0
Turkey,Yams,1999,132680,1186.3,46642.47,9.66
Turkey,Yams,2000,137679,631.3,53927.64,11.42
Turkey,Yams,2001,108883,970.8,42964.89,9.4
Turkey,Yams,2002,125631,989.6,34144.92,9.21
Turkey,Yams,2003,128253,843.9,45229.87,9.05
Turkey,Yams,2004,106765,871.6,42355.71,8.23
Turkey,Yams,2005,145733,1140.7,47443.8,11.04
Turkey,Yams,2006,113466,953.8,44148.23,13.16
Turkey,Yams,2007,129024,1304.2,39902.6,10.78
Turkey,Yams,2008,147360,1212.8,45942.39,7.72
Turkey,Yams,2009,150632,1287.6,42018.96,8.76
Turkey,Yams,2010,157311,1419.7,42647.18,14.33
Turkey,Yams,2011,118888,1545.8,39830.91,10.84
Turkey,Yams,2012,125451,1206.7,34699.33,11.19
Turkey,Yams,2013,152631,968.1,43471.91,10.73
Turkey,Plantains and others,1995,161363,787.6,44281.89,12.65
Turkey,Plantains and others,1996,145590,1137.7,34120.1,11.92
Turkey,Plantains and others,1997,169062,991.3,46752.04,9.11
Turkey,Plantains and others,1998,135366,697.9,37189.63,8.82
Turkey,Plantains and others,1999,175173,957.3,53866.91,11.11
Turkey,Plantains and others,2000,143691,1078.8,27968.93,10.26
Turkey,Plantains and others,2001,171499,1149.9,40475.44,9.67
Turkey,Plantains and others,2002,179772,1154.5,30329.34,10.24
Turkey,Plantains and others,2003,178139,1042.8,29073.69,8.7
Turkey,Plantains and others,2004,141247,931.3,42590.19,6.88
Turkey,Plantains and others,2005,148368,820.0,44646.34,11.57
Turkey,Plantains and others,2006,151063,847.5,37475.45,10.49
Turkey,Plantains and others,2007,193725,833.0,51633.68,11.28
Turkey,Plantains and others,2008,157070,1124.9,27329.25,7.9
Turkey,Plantains and others,2009,163094,1236.2,43967.53,11.9
Turkey,Plantains and others,2010,165548,850.0,46989.0,9.47
Turkey,Plantains and others,2011,156900,814.3,34971.08,11.21
Turkey,Plantains and others,2012,165995,1045.4,41052.0,9.91
Turkey,Plantains and others,2013,134269,572.5,53661.07,9.64
Australia,Maize,1995,99792,1922.2,23343.93,17.56
Australia,Maize,1996,98674,1339.9,12570.36,17.59
Australia,Maize,1997,98662,1673.3,16153.43,19.7
Australia,Maize,1998,116628,1483.0,15846.2,17.51
Australia,Maize,1999,112106,1553.5,17933.83,20.37
Australia,Maize,2000,136947,1873.4,19590.17,18.0
Australia,Maize,2001,100641,1494.3,21433.64,19.68
Australia,Maize,2002,130250,1450.0,15951.41,16.87
Australia,Maize,2003,124217,1503.4,22384.87,17.04
Australia,Maize,2004,118369,1754.0,21914.14,18.49
Australia,Maize,2005,122808,1532.5,26023.22,17.78
Australia,Maize,2006,95521,1544.8,15044.79,21.02
Australia,Maize,2007,111203,1792.2,25781.59,17.26
Australia,Maize,2008,101441,961.1,19900.39,18.74
Australia,Maize,2009,104488,1496.2,14407.12,18.41
Australia,Maize,2010,95052,1444.4,19307.83,17.22
Australia,Maize,2011,116187,2074.1,24104.69,21.97
Australia,Maize,2012,115917,1486.0,14746.81,19.19
Australia,Maize,2013,135351,1794.4,15666.68,19.18
Australia,Potatoes,1995,220377,1401.1,16856.12,16.89
Australia,Potatoes,1996,228204,1512.6,24641.48,17.06
Australia,Potatoes,1997,243266,1777.8,23250.9,18.93
Australia,Potatoes,1998,215072,1632.5,21331.65,18.45
Australia,Potatoes,1999,279580,1704.4,13030.33,17.97
Australia,Potatoes,2000,236740,1590.0,18691.53,18.4
Australia,Potatoes,2001,195065,1481.1,21066.98,20.53
Australia,Potatoes,2002,224308,1367.6,14490.51,19.56
Australia,Potatoes,2003,203320,1831.1,15632.83,20.46
Australia,Potatoes,2004,257106,1408.8,25920.06,19.78
Australia,Potatoes,2005,194487,1173.2,17201.24,20.59
Australia,Potatoes,2006,247649,2130.3,18851.51,19.46
Australia,Potatoes,2007,211528,1859.7,27535.77,16.83
Australia,Potatoes,2008,252067,1337.2,23289.01,18.45
Australia,Potatoes,2009,200958,1527.2,28549.39,19.47
Australia,Potatoes,2010,239505,1433.8,27777.48,19.2
Australia,Potatoes,2011,200683,1782.7,16148.11,19.77
Australia,Potatoes,2012,230461,1494.2,15931.0,20.17
Australia,Potatoes,2013,196712,1489.2,18357.0,19.11
Australia,"Rice, paddy",1995,109961,1706.2,27382.08,18.69
Australia,"Rice, paddy",1996,109848,1243.9,26539.23,19.07
Australia,"Rice, paddy",1997,91527,1716.3,15258.75,20.61
Australia,"Rice, paddy",1998,109134,1289.1,19145.24,20.1
Australia,"Rice, paddy",1999,111949,1468.8,24852.09,21.33
Australia,"Rice, paddy",2000,92091,1263.9,16783.03,20.06
Australia,"Rice, paddy",2001,98906,1453.6,15883.82,18.04
Australia,"Rice, paddy",2002,117645,1744.9,14205.93,20.78
Australia,"Rice, paddy",2003,88815,1109.5,24768.67,20.54
Australia,"Rice, paddy",2004,101377,1526.9,26198.3,19.02
Australia,"Rice, paddy",2005,109255,1273.2,23752.84,19.95
Australia,"Rice, paddy",2006,122014,2061.4,20384.24,18.13
Australia,"Rice, paddy",2007,102751,1825.3,25956.88,18.97
Australia,"Rice, paddy",2008,90015,1449.8,26469.85,16.72
Australia,"Rice, paddy",2009,111208,1868.2,19118.87,19.16
Australia,"Rice, paddy",2010,87421,1468.4,26206.77,18.52
Australia,"Rice, paddy",2011,121324,1721.9,19248.12,18.27
Australia,"Rice, paddy",2012,84339,1370.2,25074.05,18.8
Australia,"Rice, paddy",2013,110635,1546.3,29188.3,18.71
Australia,Wheat,1995,65937,1410.8,17167.61,21.01
Australia,Wheat,1996,71623,2121.5,21956.96,17.32
Australia,Wheat,1997,73813,1057.0,19190.42,18.6
Australia,Wheat,1998,75415,1081.9,23792.31,16.58
Australia,Wheat,1999,76325,1409.2,21965.39,20.07
Australia,Wheat,2000,62561,1471.7,17411.54,15.3
Australia,Wheat,2001,79631,1473.0,23367.6,18.68
Australia,Wheat,2002,86756,1496.2,21951.39,20.74
Australia,Wheat,2003,68204,1737.4,14124.98,19.09
Australia,Wheat,2004,90832,1994.6,25831.98,16.68
Australia,Wheat,2005,78059,1432.6,25714.03,18.78
Australia,Wheat,2006,81294,1544.6,24903.81,16.7
Australia,Wheat,2007,77728,1126.7,28681.27,18.97
Australia,Wheat,2008,66059,1208.1,24966.7,17.92
Australia,Wheat,2009,77577,1587.6,18115.5,16.92
Australia,Wheat,2010,61656,1638.5,18129.76,17.68
Australia,Wheat,2011,78088,1489.5,26073.72,19.79
Australia,Wheat,2012,63904,1555.8,24662.17,19.47
Australia,Wheat,2013,70923,1674.6,22530.49,18.82
Australia,Soybeans,1995,46193,1586.1,22043.69,17.89
Australia,Soybeans,1996,44396,1618.0,17044.59,18.61
Australia,Soybeans,1997,57440,1800.5,13722.76,19.2
Australia,Soybeans,1998,45795,1396.8,23464.93,19.79
Australia,Soybeans,1999,43186,1819.5,27548.1,18.23
Australia,Soybeans,2000,43308,1387.6,18399.74,14.79
Australia,Soybeans,2001,43163,1559.7,19466.41,18.46
Australia,Soybeans,2002,45216,1645.1,20379.39,19.82
Australia,Soybeans,2003,50238,1233.6,16542.44,20.42
Australia,Soybeans,2004,54847,1373.4,16741.27,18.24
Australia,Soybeans,2005,44733,1050.3,26855.36,19.52
Australia,Soybeans,2006,43960,1308.3,19143.2,17.99
Australia,Soybeans,2007,39499,1293.9,22414.48,20.57
Australia,Soybeans,2008,45487,1474.2,28219.8,16.95
Australia,Soybeans,2009,39289,1296.2,15540.25,20.27
Australia,Soybeans,2010,51845,1379.0,16402.65,18.21
Australia,Soybeans,2011,48713,1578.2,19769.51,18.48
Australia,Soybeans,2012,50352,1171.4,18556.44,19.96
Australia,Soybeans,2013,55121,1524.2,15555.39,19.45
Australia,Sorghum,1995,49970,1658.4,17534.73,15.73
Australia,Sorghum,1996,56161,1664.6,15180.69,22.98
Australia,Sorghum,1997,59093,1602.4,13624.31,21.09
Australia,Sorghum,1998,52486,1728.7,22154.97,20.04
Australia,Sorghum,1999,57084,1741.3,12718.7,20.87
Australia,Sorghum,2000,61297,1795.9,15868.39,17.04
Australia,Sorghum,2001,70775,1764.3,16552.24,18.57
Australia,Sorghum,2002,53360,1813.0,14045.45,19.76
Australia,Sorghum,2003,60600,1268.8,22476.47,21.26
Australia,Sorghum,2004,59835,1374.4,14033.32,18.49
Australia,Sorghum,2005,59877,1918.2,21108.31,19.21
Australia,Sorghum,2006,69134,1473.3,18475.67,18.86
Australia,Sorghum,2007,65733,1472.8,22581.93,20.27
Australia,Sorghum,2008,59131,1483.3,14590.2,18.91
Australia,Sorghum,2009,63188,1689.3,23294.44,19.71
Australia,Sorghum,2010,52235,1415.1,24852.28,20.29
Australia,Sorghum,2011,58126,1456.3,20385.66,17.34
Australia,Sorghum,2012,59270,1188.7,14353.67,18.69
Australia,Sorghum,2013,62395,1230.4,27713.42,17.67
Australia,Cassava,1995,168618,1502.4,13921.85,20.83
Australia,Cassava,1996,173958,1448.2,12999.91,16.73
Australia,Cassava,1997,165670,1490.1,23856.34,20.76
Australia,Cassava,1998,155508,1451.3,24631.24,21.13
Australia,Cassava,1999,176324,1517.1,19643.7,20.11
Australia,Cassava,2000,156500,1574.0,15294.12,21.04
Australia,Cassava,2001,141402,2001.4,25690.14,18.23
Australia,Cassava,2002,148305,1568.8,15810.93,20.83
Australia,Cassava,2003,137474,1593.7,13629.49,16.11
Australia,Cassava,2004,157644,1478.6,16621.16,19.37
Australia,Cassava,2005,185140,1896.6,20122.11,19.14
Australia,Cassava,2006,154684,1356.3,15643.26,19.41
Australia,Cassava,2007,159256,1877.3,22470.38,17.98
Australia,Cassava,2008,155089,1447.0,22507.63,18.01
Australia,Cassava,2009,179066,1278.2,24008.95,19.07
Australia,Cassava,2010,149054,1552.8,29069.47,16.26
Australia,Cassava,2011,136487,1391.8,23349.86,19.28
Australia,Cassava,2012,159796,1723.9,23212.49,20.52
Australia,Cassava,2013,168350,1746.8,23231.41,18.98
Australia,Sweet potatoes,1995,126748,1189.4,11911.45,18.62
Australia,Sweet potatoes,1996,161913,986.7,19060.33,19.29
Australia,Sweet potatoes,1997,115108,1369.9,14202.69,15.7
Australia,Sweet potatoes,1998,125425,1600.1,24234.51,21.31
Australia,Sweet potatoes,1999,114993,1176.9,15936.86,19.71
Australia,Sweet potatoes,2000,166797,1439.4,14299.77,17.76
Australia,Sweet potatoes,2001,146612,1362.6,15718.88,18.35
Australia,Sweet potatoes,2002,140652,1446.6,22818.17,18.91
Australia,Sweet potatoes,2003,137841,1350.2,23148.56,17.91
Australia,Sweet potatoes,2004,164248,1663.6,21862.82,17.48
Australia,Sweet potatoes,2005,126240,1602.5,23696.63,18.43
Australia,Sweet potatoes,2006,122551,1430.0,28106.79,21.89
Australia,Sweet potatoes,2007,130905,1274.7,28413.75,21.44
Australia,Sweet potatoes,2008,135131,1741.2,29146.76,17.97
Australia,Sweet potatoes,2009,116496,1752.1,18193.63,14.65
Australia,Sweet potatoes,2010,125089,1407.5,20663.12,17.5
Australia,Sweet potatoes,2011,153064,1654.8,15119.14,20.1
Australia,Sweet potatoes,2012,133390,1655.1,13940.41,19.18
Australia,Sweet potatoes,2013,147525,1783.9,15458.43,20.22
Australia,Yams,1995,128645,1362.3,24658.35,18.1
Australia,Yams,1996,178830,1667.3,14909.48,18.9
Australia,Yams,1997,140300,1517.5,14781.53,19.21
Australia,Yams,1998,167793,1131.7,16647.71,17.87
Australia,Yams,1999,154929,1626.0,12339.15,17.85
Australia,Yams,2000,156898,1473.6,15384.64,19.72
Australia,Yams,2001,137528,1749.3,17619.01,20.78
Australia,Yams,2002,150576,1796.0,19840.99,18.74
Australia,Yams,2003,122222,1483.1,21305.77,17.12
Australia,Yams,2004,163430,1863.6,23679.82,18.51
Australia,Yams,2005,145763,1861.5,21607.7,19.43
Australia,Yams,2006,164849,1780.6,22431.22,18.85
Australia,Yams,2007,151139,1678.9,19583.35,20.72
Australia,Yams,2008,125481,1448.1,19546.37,20.89
Australia,Yams,2009,152899,1332.1,19942.9,21.83
Australia,Yams,2010,169088,1598.3,25853.52,17.89
Australia,Yams,2011,156191,1748.5,21441.83,19.51
